text,label
Forgive Student Loans for Nurses working during COVID-19,pro-mitigation
WITHDRAW EIA DRAFT 2020,unclear
#COVID19 CHIEDIAMO CHE TUTTI RESPONSABILI SIANO GIUDICATI DA CORTE INTERNAZIONALE PENALE,unclear
Nintendo should release Animal Crossing: New Horizons early due to the coronavirus,unclear
COVID-19 Remembrance and Lessons Learned/COVID-19 Commémoration et Leçons Apprises,pro-mitigation
Close all daycares in British Columbia to stop the spread of COVID-19,pro-mitigation
Close UBC Campus to Prevent the Outbreak of COVID-19,pro-mitigation
Recruitment of Public health officers and public technicians for UHC and prevent COVID 19,pro-mitigation
Federal Student Loan Forgiveness for All,unclear
Free Ashley Diamond,unclear
Resignation of Jay Baker,unclear
Wake up Bihar ( COVID - 19),pro-mitigation
Demand NBC pull Trump Town Hall 10/15,unclear
Pennsylvania Schools to Void 3/4th Quarter Grading and Allow All Student to Pass 2019/2020,unclear
Revise Francis Parker School's Covid-19 Teacher Policies,pro-mitigation
Shut Down Illinois Due to the Public Health Threat of Covid-19,pro-mitigation
Cancellation of medical exams covid-19,pro-mitigation
#ShutDownMASS to minimize the spread of coronavirus,pro-mitigation
The University of Michigan community needs a better testing plan,pro-mitigation
Hold Trump Accountable For Misleading Of Covid-19,pro-mitigation
Keep Austin Building Safely During Covid-19 Shelter In Place Order,pro-mitigation
Insurance Companies deny therapy to children for PT/OT/ST during global COVID-19 pandemic.,anti-mitigation
Recognize and Demarcate Orthodontic Procedures Separately from Other Dental Procedures,unclear
Close BC Schools to slow the spread of COVID-19,pro-mitigation
Postpone/Cancel the AP Inter-board exams.,unclear
Save EasyJet jobs.,pro-mitigation
Poor street dog raped by strangers during Covid -19 Lockdown,anti-mitigation
Save Manchester's historic Belle Vue Stadium,unclear
Fermiamo il calcio! [ITA-ENG] ~Covid-19,unclear
Expand Screening to Stop Covid-19 from Becoming an Epidemic,pro-mitigation
Teachers For Good Trouble - Stop Standardized Testing During COVID-19 Pandemic,anti-mitigation
Stop pig slaughterhouse at Ballymoney NI; save pigs and local community from proposed hell,unclear
Help the 99% Recover from COVID-19 Crisis,pro-mitigation
"Coordinación supranacional ante el COVID-19
Supranational coordination against COVID-19",pro-mitigation
Suspend Rent and Mortgage payments in California during COVID-19,pro-mitigation
Postponement and/or cancellation of all examinations in light of the COVID-19 Pandemic.,pro-mitigation
Engage for a better world after COVID-19 (#Engage4Better),unclear
Release low risk delaware prisoners due to covid-19 outbreak,unclear
"Artists, Creators, Tattooists, Musicians and Sole Traders need your help!",pro-mitigation
Halt the planned cuts to West Sussex Children and Family Centres,unclear
Close China’s wet market permanently,unclear
Revoke CEWS funding from anti-choice and hate groups,unclear
2020 Graduation after COVID-19,unclear
Petition for a public enquiry into unlawful Dáil procedure regarding covid 19 legislation.,unclear
Please change BC COVID 19 testing measures ASAP,pro-mitigation
Government of British Columbia: Do not single out hairstylists in phase two.*,unclear
No school for all Allen ISD during the Coronavirus (COVID-19) Outbreak,pro-mitigation
Exempt the non-EU students from paying the tuition fee of SS due to the Covid - 19 crisis.,pro-mitigation
40% to 50% REDUCTION IN TUTION FEES,unclear
BCIT STUDENT’S REFUND DUE THE COVID-19,pro-mitigation
Appeal for Urgent Action on the Attacks Against the CPA and its Leaders,unclear
Abolish quarantine rule to enter Sarawak #malaysiaformalaysians,anti-mitigation
SUPPORT CARE HOMES DURING COVID-19 & AFTER,pro-mitigation
Exclude kids from the ‘rule of 6’ law in England.,unclear
#NUStopOnlineClassesNow #WalangIwananNationalian,unclear
Hazard Pay for Lassens employees during COVID-19 Outbreak,pro-mitigation
Tell Emory University to stop torturing nonhuman primates!,unclear
Let foreign doctors help us fight COVID-19!,pro-mitigation
Allow Parents the option to keep children off school during covid 19 crisis,pro-mitigation
CANCEL ICSE BOARD EXAMS 2021 DUE TO COVID-19,pro-mitigation
MAKAUT need to close WB colleges due to effect of COVID-19.,pro-mitigation
UNISA STUDENTS DEMANDING THE REMOVAL OF THE LAST MINUTE IMPLEMENTATION OF THE IRIS SYSTEM!,unclear
"Change Diet, Save Lives",unclear
Urgent Government Support For The Hospitality Industry,pro-mitigation
"支持將「中華航空」正名為「台灣航空」Call for Petition of Rectifying “China Airlines” with “Taiwan Airlines""",unclear
Hazard Compensation For Covid-19 Pandemic,pro-mitigation
Urgent Strict Measures to Counter Coronavirus Spread and Increase Public Education,pro-mitigation
Google: Include the entire Caribbean in YouTube's Partner Program,unclear
Testing for COVID 19 in NHS medical professionals showing signs and symptoms,pro-mitigation
Close the CUNY Hunter College campus due the spread of COVID-19,pro-mitigation
COVID 19 IN PRISON,unclear
Allow Visitors for MA Patients During Covid-19,anti-mitigation
S​.​E​.​N Schools to shut in the UK amid Covid 19 outbreak,pro-mitigation
"For Immediate Resignations: Michael Rembis, Debbie Walsh, Gary Kienbaum and Lisa Paulson.",unclear
Start Community Testing: COVID-19 NEPAL,pro-mitigation
Make sure all staff in hospital have face masks,pro-mitigation
Grant Diploma Privilege for 2020 Texas Law School Graduates,unclear
Mental Health Stability Amongst Student Body,unclear
PROTECT INCARCERATED COMMUNITIES FROM COVID-19,pro-mitigation
Keep COVID-19 Arrestees Out of Waiʻanae,pro-mitigation
HAZARD PAY FOR TRANSIT WORKERS,pro-mitigation
An Immediate Decrease in UArts Tuition for 2020-2021,pro-mitigation
Implement COVID-19 Precautionary Measures,pro-mitigation
Close the PA border to people who live out of state.,pro-mitigation
#JusticeforShoni: fix Thembisa Hospital and save lives,pro-mitigation
Immediate Aid Package for San Francisco SMBs (Small and Medium Businesses),unclear
"Under attack at NYU, Mark Crispin Miller needs your support for academic freedom",unclear
Allow PAYE freelancers to receive the UK government's COVID-19 self employed grant,pro-mitigation
AN ACCESSIBLE WASHROOM for DISABLED FANS--Toronto Maple Leafs and Raptors,unclear
Release community custody inmates with 6 months or less on supervision due to COVID-19,anti-mitigation
Support UNPAID Student Nurses helping to fight Covid-19 Pandemic,pro-mitigation
Refund UIC Students for Tuition Costs,unclear
Close Pratt Institute-Main Campus due to COVID-19 Death in NYC,pro-mitigation
Kitas & Schulen verlässlich öffnen: Bundesweite Bildungs- & Betreuungsgarantie 2021,unclear
Exception for Drive-In Movie Theatres during Covid-19 restrictions.,anti-mitigation
Il vaccino antinfluenzale ha aumentato i rischi da COVID-19?,unclear
Save Rose of Sharon Korean LTC from for-profit Rykka,unclear
CAIE should allow Students of Pakistan for Teacher Assessemnt like UK for O/A Level 2021,unclear
Lower University of New Mexico Fall 2020 Tuition,unclear
Demanding a Student-Centered Response from SUA to the COVID-19 Epidemic,pro-mitigation
Citizens should be allowed to leave Australia without requiring permission.,unclear
Grant of RESIDENCE AMNESTY FOR ALL MIGRANT WORKERS CURRENTLY IN NZ.,pro-mitigation
Private daycare/schools to credit/refund parents for service not rendered due to covid-19,pro-mitigation
Separate Muskoka From Simcoe For Covid Response Regions,pro-mitigation
Minimum 3​.​1% Pay Rise to NHS workers.,unclear
#SaveOurYouth,unclear
Equal Government Support for Newly Self Employed - Covid 19,pro-mitigation
Allow a nominated family member to enter care homes during a lockdown the same as staff do,pro-mitigation
Retain contract pharmacists in Ministry of Health (MOH)!,unclear
Bengaluru Green Cover reduced from 70% to 3%.   SAVE Bengaluru's TREES!   STOP ECOCIDE!,unclear
"Dear PIAA, Please Do Not Terminate Our Sports Seasons!",unclear
Expand Unemployment Insurance Eligibility for Education Support Professionals,unclear
To include Traditional and Complementary Medicine (T&CM) as essential service,unclear
Reduce the cost of paying for online education in Cyprus (during the COVID-19 quarantine),pro-mitigation
WIRED not Wireless; NO HOTSPOTS or Antennas added to CA Schools during COVID-19,unclear
"Governor Greg Abbott: Suspend Rent, Mortgage, & Utility Payments During Covid-19 crisis",pro-mitigation
Open Rhode Island & End All Executive Orders May 9th.,unclear
Postpone Oklahoma State University Spring 2020 Commencement,pro-mitigation
"Save Our Studios.
Reclassify dance studios in the California Covid re-opening strategy.",anti-mitigation
RRISD Students Request Covid Safe Traditional Graduation Ceremony,anti-mitigation
Suspend rent and mortgage payments during Covid 19 pandemic South Africa,pro-mitigation
Locals Only Recreation Initiative for Placer and Nevada Counties,unclear
Directors to be equally helped Just as self employed have been.,unclear
Allow Nursing Students to graduate despite clinical hours,unclear
Pass the bill to prohibit child marriage in the Philippines. #ENDChildMarriage,unclear
Petition for MIT Administration to Take Action against On-Campus Spread of COVID-19,pro-mitigation
Change the inhuman Care Home Covid visiting restrictions,anti-mitigation
Support Cheerleaders and Dance in 2021,unclear
Financial compensation(hazard pay) for essential workers during covid-19,pro-mitigation
Save Gymnastics Clubs in Ontario!,unclear
Ask Gov. DeSantis to Stop the unfair treatment of Vacation Rentals!,unclear
Place a moratorium on 1080 poisoned food drops & divert funds to save lives from COVID-19,pro-mitigation
American Airlines Should Waive ALL  Change/Cancellation Fees Amidst COVID-19 Outbreak!,pro-mitigation
To Stop COVID-19: Contact Trace and Test!,pro-mitigation
HELP IRANIANS TO RECEIVE MEDICAL SUPPLIES TO FIGHT COVID-19,pro-mitigation
Get Covid-19 Vaccines for Doctors,pro-mitigation
Allow F-1 and M-1 students with valid visas to stay in the United States,unclear
"Northern and southern European countries solidarity, opinions of non-political citizens",unclear
Cancel 2021 CBSE Board exams due to COVID-19,pro-mitigation
RAISE PSW WAGES TO $25​.​00/HOUR,unclear
Canadian Federal Government: Give More Support to Canadian Airlines and their Employees,pro-mitigation
Universal living wage for all ad-hoc agency workers during the covid-19 crisis,unclear
Brainware University need to close College due to effect of COVID-19.,pro-mitigation
Whittier Council Member Jessica Martinez: Recuse Yourself from Immigrant Relief Lawsuit,anti-mitigation
Allow parents to temporarily home educate without being penalised during Covid-19 outbreak,pro-mitigation
There will be a day AFTER COVID-19.  Help us change the way leaders lead.  Everywhere.,unclear
Close Madison City Schools due to COVID-19,pro-mitigation
Mthuli Ncube to remove 2% charge from all electronic money transactions #Covid-19 period,pro-mitigation
Partially Refund Loughborough University Tuition Fees,unclear
Proper equipments and facilities for Arunachal Pradesh to tackle Covid-19,pro-mitigation
Humber College should reduce tuition fees for classes recently made online due to COVID-19,pro-mitigation
#saveProjectSPELL,unclear
Cancel the STAAR test for the 2020/2021 school year,pro-mitigation
Make pass/fail available for Mississippi State Students for the 2020-2021 academic year.,unclear
Governor Doug Burgum to Issue Mandatory Shelter-in-Place Order,pro-mitigation
Early release due to covid 19,unclear
Medical professionals need protection and gear to fight Covid 19 !,pro-mitigation
"Save Gilroy Recreation - Theater, Aquatics, Preschool, etc.",unclear
Class of 2020 to get their certification,unclear
COVID-19 Landlord Support,pro-mitigation
Equestrian Riding relief,unclear
Stop children being weighed in school without parental consent,unclear
Allow Visitors for Covid-19 Patients,anti-mitigation
Tuition Adjustments Due to COVID-19,pro-mitigation
Exigimos acciones de control y salud en la Reserva Natural de La Parguera,unclear
#SuspendOnlineClassesNOW,anti-mitigation
Release Safoora Zargar,unclear
Protect Skateboard Retailers and Skateboarding As Essential Transportation During CoViD-19,unclear
Cancellation of Semester End Exams (Goa University),pro-mitigation
Rescue Australians Stranded in Peru due to Coronavirus,pro-mitigation
Change High School Hockey in New Jersey To a Spring Sport,unclear
Stop Greyhound Bus Lines from NYC,pro-mitigation
"Separate Quarantine Wards, Med Check-ups for Women & Children in Jail",pro-mitigation
Pass all the CFISD students for the spring semester,pro-mitigation
7-POINT PUBLIC HEALTH DEMANDS: COVID-19  ACTION STEPS,unclear
Minnesota Allow for the Operation of Guided Fishing and Charter Boat Captains,unclear
"Suspend ALL rent, mortgage, and utility payments during the COVID-19 pandemic",pro-mitigation
SAVE our Hokitika SPCA animal shelter from closure,unclear
The University of Alberta shouldn't charge full tuition for online classes!,unclear
Hobart City Council should allow health workers to park for free during COVID-19 crisis.,pro-mitigation
"Reclassification of Micro Gyms, Pilates, and Yoga Studios in St Louis",unclear
COVID support for those who went self-employed in last year,pro-mitigation
Protect Inmates And Correctional Facility Staff Against Covid,pro-mitigation
UPenn petition to reduce/forgive/rebate spring 2020 tuition due to COVID-19,pro-mitigation
"""Withdraw EIA 2020 Draft""",unclear
Alberni Grocers: Seniors-Only Hour Will Save Lives,unclear
BPS  Covid Safety Metrics,pro-mitigation
Joe Biden Must Step Down,unclear
North Carolina COVID-19 Housing Relief,pro-mitigation
Guru Gobind Singh Indraprastha University FINAL YEAR EXAMS TO BE CONDUCTED ONLINE.,pro-mitigation
Stop Livermore Airport Expansion that includes new FBO & B737s. Reduce small plane noise.,unclear
Close USF campus due to the COVID-19 (coronavirus),pro-mitigation
Rakyat Dan LPP-TIPIKOR RI Mendesak Pemerintah RI Lakukan Kesepakatan Dengan UN-SWISSINDO,unclear
We need a Break from online classes and exams!,unclear
We want the Ministry of Education to re-consider the decision for school reopening,pro-mitigation
Help Sac Library Staff Get Paid During Covid-19 Closures,pro-mitigation
#FREE Donte Epps,unclear
Запрет на перекладку плитки в 2020 году в г. Москве,unclear
Conduct Final Examination for students in Online Mode to prevent risk of Covid Infection,pro-mitigation
Tests massifs du Covid-19 par PCR et traitement hydroxychloroquine et azithromycine !,unclear
Close School I dont want covid 19,pro-mitigation
Reschedule NCAA Wrestling Tournament,pro-mitigation
Change to Durham University Assesment in light of COVID-19 Pandemic.,pro-mitigation
To allow Malaysians with valid work pass to travel in and out of singapore,pro-mitigation
Hair Salons to open in Marion County (Indiana) following social distancing rules,pro-mitigation
La entrada de las Doulas al proceso de parto junto al acompañante de la paciente.,unclear
BC Health | Mandatory Mask Usage Across BC Shared Public Spaces,pro-mitigation
Postpone CBSE Board Exams,pro-mitigation
Close Pinkerton Due To Covid-19,pro-mitigation
Allow federal inmates in the bureau of prisons access to tablets during Covid-19 pandemic!,pro-mitigation
Start international flights in India,anti-mitigation
Petition: to award general promotion to students in colleges associated with BU Bhopal.,unclear
Stop Missouri's DESE From Spending CARES Act Funding on a Standardized Test,unclear
Grant work from home to IT employees around India,pro-mitigation
Open Adult Slowpitch Softball in California,anti-mitigation
"Initiative to combat ""COVID 19"" through Public Awareness",pro-mitigation
Allow Salons to Operate with New Health Guidelines,anti-mitigation
Ban Gas-Powered  Leaf Blowers During COVID-19 Stay-At-Home Advisory in Massachusetts,pro-mitigation
Remove the CalTPA as a requirement for teachers in current educational programs,unclear
Delay or start school in stages,pro-mitigation
COVID-19 : Non à la fermeture du Parc Oméga !,unclear
REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,pro-mitigation
#LoveIsNotTourism: Petition for Binational Unmarried Couples to Reunite During Covid (US),anti-mitigation
Have the RIIL to allow Mount Saint Charles and Hendricken to play the championship games,unclear
State of Hawaii to freeze rent and mortgage payments during COVID-19 pandemic.,pro-mitigation
Financial Support for International Students in Australia facing hardships due to Covid-19,pro-mitigation
"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",pro-mitigation
Extend Free School Meals Into The Summer Holidays,unclear
Open House Ban During Covid-19,pro-mitigation
Make the Government fund PPE for Pharmacies,pro-mitigation
Ban - Free or Complimentary breakfast & happy hours Nationwide,pro-mitigation
Demand Science-Based School Reopening Criteria in AZ!,anti-mitigation
Save the Hazlitt,unclear
Colorado COVID-19 Housing Relief,pro-mitigation
SAVE DEL MAR HORSEPARK,unclear
Closing of school during lockdown,pro-mitigation
CLOSE Seattle University campus due to COVID-19 death and new cases,pro-mitigation
Close Pace University NYC campus due to spread of COVID-19,pro-mitigation
"Let's save the life of Shani Abeysekera, the greatest detective of Sri Lanka",unclear
Keep Dr. Annie Bukacek on the Flathead City-County Health Board,pro-mitigation
Pause classes and encourage online classes to reduce the spread of Covid-19 in AMCKK,pro-mitigation
Save Knaresborough Arts and Crafts centre,unclear
Summer 2020 Graduations to be POSTPONED not CANCELLED,pro-mitigation
"Visayan Electric Co. (VECO), ECQ Overbilling REFUND Now!",unclear
"Close all Australian schools, decrease the risk of COVID-19",pro-mitigation
Eviction Moratorium South Africa,unclear
Canadians Demand Interest and Debt Relief from Banks During COVID-19,pro-mitigation
�Act Now: Temp Las Vegas Rent Freeze,pro-mitigation
"Request to set up a Covid 19 testing laboratory at GTA region, West Bengal.",pro-mitigation
Stop MANDATORY  Covid Testing for Suffolk County Athletes,anti-mitigation
Covid-19: Urgent action plan for the Labour movement!,unclear
HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,pro-mitigation
STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,unclear
Suspend Central Vista Project and Spend the Rs 200 Billion to Fight Covid-19,pro-mitigation
Make Colorado Public Schools Remote This Fall,pro-mitigation
Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,pro-mitigation
Allow Frontline Healthcare workers to keep their children.,pro-mitigation
Unmask Iowa's School Children,anti-mitigation
"Call for the resignation of Greg Glassman as CEO of CrossFit, Inc. #CancelGlassman",unclear
Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,unclear
Meralco: Bill Shock during the Covid Crisis,unclear
Stop the COVID-19 Madness!,pro-mitigation
Close Seattle Central College Campus Due to COVID-19 Death in Washington and New Cases,pro-mitigation
"Save the Coral City Camera, Don't Allow Disney Cruises to Destroy Our Urban Reef",unclear
Save Grandma from COVID,pro-mitigation
Shut down Rosebank College,pro-mitigation
Save Schmidt,unclear
"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",pro-mitigation
"British people STILL showing support for Boris, despite the biased left media",unclear
COVID-19 Isn't Over and We Need Help: Tell the Senate to Pass the HEROES Act Immediately,pro-mitigation
"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",unclear
Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,pro-mitigation
Extend the validity of PLABs and the English language test by the GMC,unclear
Reduction on Vehicle Insurance rate during COVID 19,pro-mitigation
Fair treatment for easyJet staff,unclear
FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,unclear
Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,anti-mitigation
Make it easier for families to close the accounts of a loved one who dies,unclear
Maharashtra demands Resignation from Uddhav Thackeray,unclear
Keep Omaha Public Schools Online Until COVID-19 Controlled,pro-mitigation
Death of NM Small Business,unclear
Osteopathic Manual Practitioners in Ontario Should Be Considered an Essential Service!,unclear
PROTECT OHIO’S FARMWORKERS FROM COVID-19,pro-mitigation
Close South Coast Plaza Mall - Stop Covid-19,pro-mitigation
Pay rise for paramedics and nurses,unclear
Make COVID Data Transparent at NC State,pro-mitigation
Students concern related to fees submission amid this covid.,unclear
"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",unclear
Announce holidays for teachers and non teaching staff to combat corona threat,pro-mitigation
"Hazard Pay for ""Essential"" workers",pro-mitigation
No school or ECE during Alert level 3.,pro-mitigation
Appeal to the UN to prevent imminent starvation and a humanitarian crisis in Eritrea,pro-mitigation
Milwaukee should require masks in public places to protect residents,pro-mitigation
Arizona Stay At Home Orders : COVID-19,pro-mitigation
Petition to register Mesut Ozil in Arsenal's Premier League and Europa League squads,unclear
Make Insurance Companies Grant Full Benefit Access During Covid,pro-mitigation
Allow Cruise Ships to come to Alaska,anti-mitigation
Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,pro-mitigation
Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,unclear
Covid-19 protection for police officers,pro-mitigation
Longer exercise hours - level 4 covid restrictions,pro-mitigation
Postpone/Cancel CAIE's in Pakistan May/June 2020 due to Coronavirus outbreak.,pro-mitigation
"#saveliveslivebetter-Walmart Canada, please help keep your associates and customers safer!",pro-mitigation
Ripartire dopo il COVID-19: Legalizzare la Cannabis per il futuro dell'Italia,unclear
COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and IB),pro-mitigation
Hazard Compensation for Shipyard Employees during Covid-19 Pandemic,pro-mitigation
Divert military spending to global covid relief!,pro-mitigation
Reinstate NCLEX Testing,unclear
Massive COVID-19 testing now!,pro-mitigation
URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,pro-mitigation
THE FATE OF AMAZONIA AND ITS GUARDIANS IS LINKED TO OURS - EUROPE MUST ACT IMMEDIATELY,unclear
Give Dolly Parton the Medal of Freedom,unclear
Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,pro-mitigation
Too Soon To Open Georgia!,pro-mitigation
Petition to Congress to Provide Economic Relief to Independent Physicians and Practices,pro-mitigation
Allow Reboot to open in San Francisco with COVID-19 safety precautions.,pro-mitigation
Stop all air travel to Ireland from covid hotspots in the US,pro-mitigation
Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,pro-mitigation
Return high school sports to Ohio,anti-mitigation
Lower SDSU Cost of Basic Tuition and Fees Due to COVID-19 and Transition to Online Classes,pro-mitigation
Cancel school for at least two weeks to slow down the spread of COVID-19,pro-mitigation
Wearing face masks in public should be made mandatory by government to prevent COVID-19,pro-mitigation
Expansion of covid related subsidies to new businesses,pro-mitigation
Hair Salons Are An Inevitable Business - Make Us Essential!,anti-mitigation
"Transparency, Testing, and Online Instruction to Prevent a COVID-19 Outbreak at Mizzou",pro-mitigation
Demand UMD Prioritize Students over Profit in Changing COVID-19 Response Policies,pro-mitigation
Abortion must be accessible for women across the EU,unclear
Keep Schools Closed Through COVID-19,pro-mitigation
Stop mandatory COVID 19 testing for admission for pregnant women,anti-mitigation
"""No detriment"" Policy for UCD",unclear
Stop World Travel and call it finally a pandemic!,pro-mitigation
Covid-19: Governor Reynolds please close the IA Schools for the rest of the school year.,pro-mitigation
"Allocation of 20M to each Mp should instead go support health centers, doctors and nurses.",pro-mitigation
#карантинвбеларусь,unclear
Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,pro-mitigation
¡Urgente!,unclear
Fair rights for students during covid,pro-mitigation
Cancellation of Semester End Examination,pro-mitigation
Davis Student Lease Cancellation and Rent Relief,pro-mitigation
Close Douglas County Schools due to COVID-19,pro-mitigation
Protect Mirrlee's fields from a potential building development of  200 houses.,unclear
UAL: Save Our Degree Show!,anti-mitigation
Call for Action: Defund the Winnipeg Police Service,unclear
Allow international students to remain in the U​.​S. to complete or continue their studies.,unclear
OFW DOLE Akap must be available to all OFW Landbased and Seabased.,unclear
Protect UNM Graduate Students amid COVID-19,pro-mitigation
Release imprisoned journalists worldwide,unclear
Fight covid 19 san quentin,pro-mitigation
Covid Death Relief Fund,unclear
CLOSE ALL CAMPUS of University of Toronto to prevent COVID-19 Outbreak,pro-mitigation
Canadian Nurses Deserve Hazard Pay For Pandemics,pro-mitigation
COVID-19 closing Casinos to contain virus,pro-mitigation
MAKE GYMS ESSENTIAL,unclear
CU Denver switching to Pass/Fail Grading in response to COVID 19,pro-mitigation
All frontline NHS staff to receive testing for COVID 19 if symptomatic.,pro-mitigation
"Cancel International A Level & IGCSE Exams 2021
(CIE & Edexcel)",pro-mitigation
Petition for a Gradeless Semester,unclear
"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",unclear
Pressure ICBC to Waive/Defer Monthly Insurance Premiums,pro-mitigation
#FreeDarik,unclear
Keep the Americans from making a movie about how well they handled Covid - 19,unclear
Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,pro-mitigation
Covid-19 Airbnb Hosts Economic Hardship,unclear
Safeguard the Right of New Jersey Laboring Women to Have Support During COVID-19 Crisis,pro-mitigation
Save covid-19 old infected patients across the world,pro-mitigation
Cancellation of semester exam 2019-2020 and using our exam fees to Relief fund.,pro-mitigation
ALDI USA: make COVID-19 raises permanent!,pro-mitigation
Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,anti-mitigation
Muhyiddin Please Resign / Muhyddin Letak Jawatan,unclear
COVID-19 ERADICATION in Australia,pro-mitigation
NHS COVID Medal,pro-mitigation
COVID related travel restrictions in Canada,pro-mitigation
Open Letter to the AAMC Concerning the Medical School Application Cycle During COVID-19,unclear
Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,unclear
Save Lives! Include ALL Diabetics in the COVID vaccine rollout in California,pro-mitigation
2020-2021 Basketball Season,unclear
Shut Down Leeds Arts University for COVID-19,pro-mitigation
Release Currie Hall Residents from Leases Amid COVID-19 Pandemic,pro-mitigation
"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",pro-mitigation
Freeze rent payments,pro-mitigation
"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",unclear
"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",pro-mitigation
Covid-19 Aesthetics / Salon / Massage Industry Warning & Economic Impact,unclear
"Animals are in pain, name groomers as an essential service in Ontario during COVID-19",pro-mitigation
新型コロナウイルス感染拡大に伴う差別行為＝「コロナ差別」に際して日本政府に対策を求めます ー #差別を許さない,pro-mitigation
Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,pro-mitigation
Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,pro-mitigation
Change the theme of Splash Mountain ride in Disney Parks,unclear
Petition to ask Philippines Senator Koko Pimentel to resign.,unclear
Save California Seniors from a Death Sentence,unclear
Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,unclear
COVID,unclear
Stop EMI Payments During Crisis,pro-mitigation
"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",pro-mitigation
Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,pro-mitigation
Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,pro-mitigation
Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,pro-mitigation
Lower USask Tuition Rates for 2020/21,unclear
Uso de mascarillas obligatorio en España para COVID-19,pro-mitigation
"Stop Supporting Animal Cruelty, Tropical Smoothie Cafe!",unclear
A green recovery from COVID-19 in Northern Ireland,unclear
Request to reconsider DPS Ruby Park school tuition and transport fees for COVID-19,pro-mitigation
"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",pro-mitigation
Tamil Nadu needs to close colleges due to COVID- 19  Do You agree?,pro-mitigation
Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,unclear
Less Schoolwork during COVID-19 Quarantine,pro-mitigation
"LET'S GET HOUSE BILL 1532 PASSED, REDUCE JAIL & PRISON POPULATIONS FROM SPREADING COVID-19",pro-mitigation
Tax free earnings for all healthcare workers during Covid-19 crisis,pro-mitigation
Cover COVID-19 treatment in #Aarogyasri Scheme,pro-mitigation
The New School: Aid Students with a Partial Tuition and Housing Refund,pro-mitigation
NO to the COVID-19 Public Health Response Bill,anti-mitigation
Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,pro-mitigation
Extend JobKeeper for Travel  Agency Agents and Mobile Travel Agents (Sole Traders).,unclear
Lasershows statt Feuerwerke! #böllerfrei,unclear
Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,pro-mitigation
Hospital visits to be permitted to critical patients who need their loved ones around them,pro-mitigation
Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,pro-mitigation
Protect the UNT community from COVID-19 by suspending face-to-face classes and meetings.,pro-mitigation
COVID 19 Beauty Industry Economical Impact - Canada,unclear
Release Non-Violent Offenders in Prison Camps due to COVID-19,pro-mitigation
"Central University of Lucknow is conducting exams from 16th , risking the health of studen",anti-mitigation
Allow dog walking during SA lockdown,anti-mitigation
Let Wisconsin Golf,unclear
Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,pro-mitigation
Humanitarian Appeal to Release Maulana Delawar Hossain Sayedee,unclear
"Compassionate medical release for Previn Coleman, amid COVID 19 crisis in Elkton FCI Ohio",pro-mitigation
"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",pro-mitigation
